username,comment,total_like,total_reply,is_reply,reply_to,parent_comment
congking_7,"@adya_llss merasa pilihan dia yang paling tepat, lu mau pilih apa itu hakmu ga usah sok jadi paling benar, kosong emang",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
rinasakinaaa,@adya_llss air beriak tanda tak dalam🙏,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
hendralesmana_09,@adya_llss iri ya 😂,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
dheleopratama_20,@adya_llss SDM Rendah,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
iswatun129,"@adya_llss Msu ssmpe kpm yaaa.... pelihsrahati yg kotor, jd pembenci, iri dengki. Gak t@kut karma??? Taubat deh mumpung msh diberi umur.",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
kha_fidz_007,"@adya_llss lah, sok paling tau 🤣🤣🤣",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
_hanyyyyy04,"@adya_llss  kan mereka berkepentingan 😂😂😂 inget ngga ada artis yg terlibat pencucian uang 😂😂😂 so g bakalan juga bisa d ungkap soalnya saling berkepentingan ,lo aman gue aman😂😂😂😂 dimana ada gula di situlah ada semut",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
hifyyaaak_,@adya_llss prasaan yg menggugat ke MK itu PDIP deh gugatan batas umur cawapres 😮,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
astri.2209,@adya_llss lu yang diem deh,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
ferry_hua_yan,@adya_llss lu aj yg diam mulut.. mulutmu yg resek...hak org mau milih siapa...byk atur kau....otak gx ad isi ny y gt lah😢😢😢😢,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
akungabbyy,@adya_llss jalur mk? Km berkata bahwa yg mengusulkan usia capres adalah gibran bukan? Nyatanya yg mengusulkan dan menaikkan isu ini ke mk adalah partai ...... . Janganlah bodoh jadi orang semua tau gibran diperebutkan banyak pihak,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
adya_llss,"@leovolelyy siapa yg merebutkan gibran 😂 ngarang aja, bocah planga plongo, woy wowo paling telat daftar ke kpu, karena waktu undang2 sedang di ubah dalam proses,  01 dan 03 udah daftar sebelum seminggu penutupan, malah wowo yg paling telat karena nunggu gibran 😂 kocak punya TV engga, cek siapa yg paling terakhir daftar ke kpu nunggu wakil",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
akungabbyy,@adya_llss coba lo telaah lagi bro ga mungkin tiba2 gibran diusung jadi cawapres kalo ga ada voting dari partai2 be smart lah minimal,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
therealslimshadyback,"Iya tau itu hak, tapi apa y nggak mikir😂",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
bebyila02,@therealslimshadyback emang nape masalah buat loh? Merasa paling bener aje lu,0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
therealslimshadyback,"Y emang gw bener. Emang lo udah tau lo salah, masih aja dianggap bener.😂",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
bebyila02,"@therealslimshadyback lah emang salah memilih? Mata lo aja yg buta hati lu jg buta, suka2 orglah milih siapa, repot amet hidup lu, dasar manusia julid",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
risna3dey,"@adya_llss curang dr mana bro, tunjukkan bukti dlu br ngomong curang, bs kena pidana lo pencemaran nama baek.",0,0,1,adya_llss,Bingun sama artis artis mereka padahal rata rata berpendidikan tinggi.. Tapi apa buta mata buta hati banyak dukung paslon yang punya wakil jalur MK dan curang 😢
fransiska_ikha_,Krass wazeng @fero_walandouw 🔥team gemoy🔥,0,0,0,,
sadamgani32,"Dulu ga suka pak prabowo,skraaaang ??! Insya Allah Anis lantiik RI 1",0,0,0,,
indahkiyowo0o,remon @ternana_nana,0,2,0,,
ternana_nana,@krispimosquito belom buka komen mu dah nyebut remon aku wkwkw,0,0,1,indahkiyowo0o,remon @ternana_nana
indahkiyowo0o,@ternana_nana wkwkkwkwkwkwk,0,0,1,indahkiyowo0o,remon @ternana_nana
evan_panjool,Sekarang jatahnya pak prabowo,0,0,0,,
dzintaamelia2,MANA NIH PENGIKUT ANGIN TIDAK PUNYA KTP🤣😭🙏🏻,0,0,0,,
andyajhis,,0,0,0,,
sella.krit,✌️✌️✌️,0,0,0,,
ramahgadgetstore_medan,"Sayangilah orang tua kita ini. Dia adalah salah satu putra terbaik bangsa ini. Dia sudah banyak berkorban untuk negri ini, harta, waktu, tenaga... Sudah saatnya dia menikmati hidupnya, berilah dia waktu istirahat. Lihat kelelahan di wajahnya. Kami sayang pak prabowo. 😍",0,0,0,,
nuralisahhhhhhhhh_,Kak vero berada di orang² yg tepat pilihan yg tepat 😍🔥,0,0,0,,
auliahanny01,Free pakestine🔥🔥🔥,0,0,0,,
mrrllh,Bapak saya pilih bapak. Probowo,0,0,0,,
rumahkado.id_srg,Aku padamuuuu bang ❤️❤️❤️❤️🔥🔥🔥🫰🫰,0,0,0,,
lahkataguagegitu,"Orang yang susah di nasehati :
1. Pemabuk
2. Penjudi
3. Perampok
4. Pemarah
5. Pendukung 01 & 03",0,0,0,,
uniizur,papa gemooyyy❤️❤️❤️❤️,0,0,0,,
_gigs_007,Komuk bp2 topi biru😢😢,0,0,0,,
hid17_,Team pengawal angin tanpa ktp mana nih,0,0,0,,
kusmiati_yetti,❤️😍🔥🔥🔥🔥,0,0,0,,
aminah_alidin,Prabowo presiden,0,0,0,,
ayu_prasetyaputri,❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,,
absjsjs__,Mantap kak @fero_walandouw 🔥❤️,0,0,0,,
graceamelia2,Salfok sama fero yg gantengnya ga ketolongggg,0,0,0,,
adelinlesarsela,🙏🙏✌️✌️❤️❤️,0,0,0,,
_fatahillaldin,Anak mudaa all in pak wowo🔥❤️🙌,0,0,0,,
regansabian,Pak tua - elpamas mp3😂,0,0,0,,
assyifalaili,Kunfayakun Pak Anies presiden 2024 ❤️,0,0,0,,
ersalinaalifah,Loe pilih Prabowo ..loe temen Gue😂,0,0,0,,
arf_s9901,Gue cuma heran ama 01 tema perubahan tapi yang di lanjutkan lebih banyak trus perubahan apa yang di maksud rubah janji kalo mau selesai jabatan ahlinya pak anis sih😂satu rubah yang deket” jdi kabinet 😂,0,0,0,,
febnoyanti,Prabowo Gibran InsyaAllah,0,0,0,,
n.vianni_,oke gas oke gas❤️❤️❤️,0,0,0,,
abracx,Lopeeee❤️,2,0,0,,
ebookdigitalindonesia,"Pak Anis tolong jangan dihakimi ya gaes, selagi pak anis ga memakan ternak warga biarkan saja karna primata ini sudah mulai langka 🙏",0,0,0,,
febry_1220,"Cinta pak Prabowo, cinta fero juga❤️❤️ all in pak Prabowo ✌️✌️",0,0,0,,
mio_dash,Mantappp,0,0,0,,
inimahorgg123,✌🏻,0,0,0,,
teori.murka79,Ada prabowo aku suka ❤️,4,0,0,,
bebeth_margareita,Tuama🔥🔥 Prabowo Gibran satu putaran✌🏻,0,0,0,,
kertarahayuvibes,Love you,0,0,0,,
x_nrfj,"ini yang katanya cuman 125 orang itu ya di TT paslon lain😂, lah rame begini",0,0,0,,
klatenbersinar2023,Kalah lg boy😂😂,0,0,0,,
arpaillambau,"Yah gimana yah.
1. Bukan mempermasalahkan Kinerja Kemenhan.
Mestinya turun jabatan dulu dari Kemenhan sebelum mencalonkan, tapi beliau jalan terus.
2. Kemarin kita ALL OUT karena beliau Oposisi, tapi kecewa sejak beliau bergabung di Kabinet bersama Petahana. Enggak ada yang Kritis kepada kebijakan Pemerintah.
3. Plus sudah jelas ""Hasil Putusan Dewan Kehormatan MK"" bahwa Ketua MK Bersalah, tapi cawapresnya enggak di ganti.
#SalamWaras
#MariBelajarNepotisme
#TrustIssue
#PlayingVictim #KitaKecewa",2,0,0,,
al_wahid999,Bangsa yang besar adalah bangsa yang menghormati para pahlawannya tetap All in Prabowo Subianto presiden 2024✌️🇮🇩🇮🇩🇮🇩🇮🇩,0,0,0,,
imam_santoso_08,🔥🔥🔥🔥🔥🔥🔥,0,0,0,,
lily_alhakim,❤️❤️❤️🔥🔥🔥,0,0,0,,
odinzonn,Dukung Prabowo auto fllw,0,0,0,,
ai_sugawa,❤️❤️👏👏 ❤️ PRABOWO-GIBRAN ✌️,0,0,0,,
eiken_n_,"@fero_walandouw Salam 2 ✌🏻 Kawan, #menangsatuputaran✌️✌️🇲🇨🇲🇨 @prabowo @gerindra @prabowogibran2024",0,0,0,,
mamahyrafdan,😍😍 pak Prabowo ❤️🤗,0,0,0,,
cinda.nento,Like,0,0,0,,
riztnahla,Klo yg NYAPRES Fero gw dukung 🔥 klo PS sorry Yeee SEREM EMOSIAN.,0,0,0,,
wisnu.setia02,GANJAR 🤟,0,0,0,,
zee_5869,PERUBAHAN ITS COMING,0,0,0,,
zee_5869,AMIN PILIHANKU🔥,0,0,0,,
zee_5869,Anis RI 1🔥,0,0,0,,
zee_5869,ANIS PRESIDENKU 🔥,0,0,0,,
yahya.ubaid,Anis imin,9,2,0,,
wanna_200917,@yahya.ubaid jadi RT RW,1,0,1,yahya.ubaid,Anis imin
xssrlwy,@yahya.ubaid jadi sales,0,0,1,yahya.ubaid,Anis imin
dunia_fana18,Amin 01❤️😍,0,0,0,,
nabil.marentin,mantap bg ferow and my president❤️,0,0,0,,
tpk_maulana,orang pintar dan cerdas itu pensiunan bukan PECATAN menteri yang gak becus kerja!!!yang bentar lagi otw baju OREN😂,2,1,0,,
dunia_fana18,"@tpk_maulana fitnah goblok😂,lihat fakta dong jangan cuma bisa fitnah,oiya lupa kamu kan SDM rendah ngk akan paham walau dikasih fakta akurat pun🤪",0,0,1,tpk_maulana,orang pintar dan cerdas itu pensiunan bukan PECATAN menteri yang gak becus kerja!!!yang bentar lagi otw baju OREN😂
agusmuslimmm,🔥🔥🔥🔥🔥🔥🔥,0,0,0,,
ifhaali,❤️,0,0,0,,
anggraenaputtri,02❤️❤️,0,0,0,,
aulya4171,"Bapak ku ttep juaranya jangaan lupa ya temen""  urutan nomor 2 ttp yang terbaik 👍💯",0,0,0,,
bella.ndy77,"Dlu bpk waktu muda segnteng fero,skrang jadi gemoy😍",0,0,0,,
ibta_silviani,Sesuai bulan pemilu 02,0,0,0,,
tgddanir,Amin,0,0,0,,
dianaptrnr,"tayanggg kita samaaan, Gemoy teaamm❤️❤️❤️",0,0,0,,
intannsuciii_,✌️,0,0,0,,
bundayane,Tteh pak prabowo pilih an ku,0,0,0,,
r.ar02diansyah,Pemeran Sinetron,0,0,0,,
_haseo24,AMin aja dulu 👏🔥,0,0,0,,
daff_m0rales,Ananta,0,0,0,,
tata_raoda,Alhamdulillah Prabowo selalu di Hati... NKRI harga mati 🤲❤💪🇮🇩,0,0,0,,
zee.rch,"Ka Fero emang Cerdass ❤️ Udah Ganteng , Smart ❤️ 02 Dua Periode @fero_walandouw",0,0,0,,
ainunjariiahh,Duo tamvan❤️❤️❤️❤️,0,0,0,,
smssolikhah,Love ❤️❤️❤️,0,0,0,,
sandrakaunang_,Tuama Minahasa Prabowo💝 ✌️✌️🤗🔥🔥🔥,0,0,0,,
julian_muhammd,love sekebon,0,0,0,,
unaeya,"Kalau prabowo menang, artis semua jadi manteri🔥🔥🔥🔥",0,0,0,,
emaa_a2002,Gogogo pak Prabowo Gemoy 😍,0,0,0,,
mangarya.aa_,Pendukung anis pasti nya otak batu “ yg dukung like “,0,0,0,,
mhranikuu,MENANG SATU PUTARAN @prabowo,0,0,0,,
anisah9155,01,0,0,0,,
didi26.sd,🔥🔥🔥,0,0,0,,
rhanie_pesek,@uap_duniawi sg jenenge fero kabeh prabowo 😂,0,0,0,,
agniirani,🥰🫶🏻,0,0,0,,
acong_danoners,✌✌,0,0,0,,
oktapradana12,Prabowo 🔥,0,0,0,,
yusriutamirumota,✌🏻❤️,0,0,0,,
sucirahmadany98,All In Prabowo❤️🔥🔥,0,0,0,,
vta3625,👏👏👏❤️❤️ Prabowo Subianto,0,0,0,,
gaulbnt09,"Banyak banget yg mengolok Prabowo pasca debat kemarin, pdhl yg lebih parah dari prabowo banyak.
Contohnya pendukungnya prabowo.
Ini buktinya 👇😂🤭
Prabowo Ga bisa jawab pertanyaan dibilang sabar dan tulus.
Suka ungkit jasanya pada orang lain dibilang paling ikhlas.
Ikut pilpres sdh 4 kali dibilang pengabdian, 
Ga bisa bantah data, dibilang jaga rahasia negara.
Suka bicara kasar goblok, tolol ndasmu dll, dibilang tegas.
Suka marah2 dibilang gemoy.
Suka merendahkan orang lain dibilang politik riang gembira.
Harta 2T ngaku ga punya apa2 dibilang jujur.
Menculik dibilang tugas negara.
Suka ga datang diacara diskusi dibilang berani dan bernyali.
Menteri pertahanan kalah debat soal pertahanan dibilang berkorban.
Beri penilaian kinerja Menhan, dibilang membully.",0,0,0,,
gaulbnt09,"Banyak banget yg mengolok Prabowo pasca debat kemarin, pdhl yg lebih parah dari prabowo banyak.
Contohnya pendukungnya prabowo.
Ini buktinya 👇😂🤭
Prabowo Ga bisa jawab pertanyaan dibilang sabar dan tulus.
Suka ungkit jasanya pada orang lain dibilang paling ikhlas.
Ikut pilpres sdh 4 kali dibilang pengabdian, 
Ga bisa bantah data, dibilang jaga rahasia negara.
Suka bicara kasar goblok, tolol ndasmu dll, dibilang tegas.
Suka marah2 dibilang gemoy.
Suka merendahkan orang lain dibilang politik riang gembira.
Harta 2T ngaku ga punya apa2 dibilang jujur.
Menculik dibilang tugas negara.
Suka ga datang diacara diskusi dibilang berani dan bernyali.
Menteri pertahanan kalah debat soal pertahanan dibilang berkorban.
Beri penilaian kinerja Menhan, dibilang membully.",0,0,0,,
sitorus_harapan,🤟🤟🤟,0,0,0,,
mhdabdul13,ALL IN PRABOWO GIBRAN JADI KADES❤️,0,0,0,,
_rrranti,Semakin mendukung pak Anies ☝️,0,0,0,,
aivlescitra,Mantap papi gemoy😍,0,0,0,,
umi_4378,Teteo 01 pak anies❤️,0,0,0,,
syahputra_darmawan,ALL IN PRABOWO-GIBRAN 💞💞💞🔥🔥🔥✌️✌️✌️,0,0,0,,
rrrmy_umaratu,Orng pintar pasti pilih no 2🔥🔥,0,0,0,,
joyful_innooo,Gue fllw Luh bang karna Luh Al in Prabowo,0,0,0,,
luh_krisnaningsih,Wow pak prabowo didampingi cowok ganteng,0,0,0,,
aura_hesti,Minahasa pride Prabowo #okegas02,0,0,0,,
khomsunubaidillah,✌,0,0,0,,
shani_susanti,Langsung unfollow sory yeh,0,0,0,,
v_er_jun,Prabowo dan Gibran 2024 ✌🇮🇩,0,0,0,,
adryanemanpratama,Semua dukung Prabowo,0,0,0,,
pehul_supiandi96,Prabowo presiden 🔥🔥🔥,0,0,0,,
aaaspcr_12,All in Prabowo,0,0,0,,
febbym.s,Bener kata pak Ridwan kamil 🔥,0,0,0,,
xxoneccc__,😍😍😍😍,0,0,0,,
venyuliana_94,Prabowo semangat❤️,0,0,0,,
fauziah10760,All in prabowo ganjar✌️,0,0,0,,
handoyo0316,Amin aja dulu,0,0,0,,
buddy23872,✌🏻✌🏻✌🏻✌🏻✌🏻,0,0,0,,
al_gala_ahmad,"All in , bismillah tanah 2 hektar",0,0,0,,
rhimanrml,✌️✌️✌️✌️✌️✌️✌️✌️🩵🩵🩵🩵,0,0,0,,
rosyadhawalia,@rahma.ads @indofo.od  klambi abang sng gowo topi sak klebatan koyok memeddd,0,0,0,,
gus_pratama__,UHUY🔥🔥🔥,0,0,0,,
pandaansneakers,Keren banget kak ❤️. Yuk cek ig kita ada promo end year sale  buy 1 get 1 sepatu n sandal,1,0,0,,
fefitiyann_,😍,0,0,0,,
marnidilla,❤️❤️❤️❤️❤️❤️✌️,0,0,0,,
agung_sriono24,"Berbeda pilihan hal biasa,persaudaraan no 1 kalau Presiden no 2✌️🤘",0,0,0,,
agung_sriono24,🤘,0,0,0,,
milaindria75,Gemoy ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,0,0,0,,
jovanrock,🙏Cek yang ALL IN PRABOWO DONGG 💯%✌️😁👉,2,0,0,,
randisaputra888,Ayo bersatu mendukung bpk Prabowo Gibran 🫰🫰🫰🫰🫰 bpk Prabowo Gibran presiden.q di 2024 Amin 🤲🤲🤲🫰🫰🫰🫰🫰🫰🫰🫶🫶🫶🫶🫶,0,0,0,,
noviacaramoey,Aku padamuuuu ❤️😍 pa @prabowo,0,0,0,,
bentto7151,GA NGARUH...02 WAJIB TERJUNGKAL FEBRUARI NANTI 🔥🔥,0,0,0,,
revasabr,heran aja kalo ada anak muda yg seharusnya bs lbh berfikir rasional milih calon pemimpin yg emosinya ga stabil..pemimpin (apalagi level nasional) harus memiliki EQ yg baik krn hrs bisa mengambil keputusan atau kebijakan dlm situasi normal maupun genting..bkn yg kgs kesulut emosinya,0,0,0,,
ahmadfauzanalghifary,❤️❤️❤️,0,0,0,,
mbek_wedus,Inspirasi???,0,0,0,,
nasratinasrati,Aku cinta prabowo ❤️❤️❤️❤️,0,0,0,,
hafiz.az2,All in Prabowo🙌,0,0,0,,
safirasangkop_16,All in Prabowo gibran 👏🙌,0,0,0,,
varnessa_16,Al in Prabowo 💗💗💗💗,0,0,0,,
daniel_thebaylampung,✌️✌️,0,0,0,,
iyudnasution,endors,0,0,0,,
firdaus67644,"Siapa pun terpilih jdi presiden, kita hars dukung,jgn saling propokasi,krn beliau2 ini memng luar biasa , beliau2 ini ingin mensejahterakn Negara kita supya maju,Aman sentausa",0,0,0,,
yundamustikasari,❤️❤️,2,0,0,,
zhishu_putry_taiwan,❤️❤️02,0,0,0,,
adelyaaapt,aku padamuuu🤍,0,0,0,,
arippermana89,"Sambut keberlanjutan dengan memberikan suara untuk Pak Gemoy dan Samsul di 2024! Bersama, kita bisa menghadirkan kepemimpinan yang inovatif dan berfokus pada kesejahteraan rakyat. Mari bergandengan tangan menuju masa depan yang lebih baik untuk semua. Suara Anda adalah langkah awal menuju  yang positif! #allinprabowo",0,0,0,,
ajiebhusein,Jateng all in prabowo ✌️✌️✌️❤️❤️,0,0,0,,
kel_len6,all in prabowo ✌️,0,0,0,,
oktapiani_6,Bismillahirrahmanirrahim ya bapak  gemoyyy❤️❤️❤️❤️🙌🙌🔥,0,0,0,,
diani5674,Prabowo n 2,0,0,0,,
rafiyanda_,Sehat trus pak Prabowo ❤️,0,0,0,,
hella_adjah,ALL IN PRABOWO ❤️,0,0,0,,
ghalia6939,BPK gemoy ❤️❤️❤️,0,0,0,,
harma_af,Gemoykuuu,0,0,0,,
_adongg_,apapun prabowo pasti gue like,0,0,0,,
riyanpujasasmita,Lord bobon 🔥🔥,0,0,0,,
korpsnetizen,JANGAN PILIH PRABOWO!!,0,0,0,,
aniisa_jann,Bapak Prabowo selalu dihati❤️🔥,0,0,0,,
ismail_slh,❤️❤️❤️,0,0,0,,
iskand_96,All in....02🔥🔥🔥🔥🔥,0,0,0,,
i.niniktri,Si bro kok neng kene bu de... @susi_naura_rudiana,0,1,0,,
susi_naura_rudiana,@i.niniktri oleh undangan VIP jare te 🤣,0,0,1,i.niniktri,Si bro kok neng kene bu de... @susi_naura_rudiana
epafras_blegur,Pendukung Prabowo Memang yang positif semua,0,0,0,,
rmadhn_21a,Lu Prabowo Subianto gw follow lu bang @fero_walandouw,0,0,0,,
nonnaendah,Postingan apapun yang ada Prabowonya gw like ❤️❤️,0,0,0,,
gde_intaran_gragas,Ciri2 persos saat jolowi akan menang....,0,0,0,,
uki_awan15,mantaapppp❤️,0,0,0,,
_andrekurniawan,👏,0,0,0,,
macalawera19,No 2 yesss✌️,0,0,0,,
indyode__,@prabowo presiden NKRI❤️❤️❤️,0,0,0,,
kulohanifalazhar,keren 🔥,0,0,0,,
ad1r4a,Prabowo 🔥🔥,0,0,0,,
weslyand_,anak muda all in prabowo🔥,0,0,0,,
mechut18,Mantap…. Tuama minahasa 🔥🔥🔥,0,0,0,,
mrclhtb,Team 2 jari ✌🔥,0,0,0,,
august_ziliwu,Ada ananta 😂,0,0,0,,
riss_sayuna,Prabowo❤️,0,0,0,,
rndimsum,😍❤️,0,0,0,,
dadan_gee2085,❤️✌,0,0,0,,
teukujohny_iskandar.s.t,Kok mirip mukanya sama Prabowo 😂😂😂,0,0,0,,
nurkholifah42758,PRABOWO GIBRAN ❤️✌️,0,0,0,,
sherly.lestarii,🫶🏻🫶🏻🫶🏻🫰🏻🫰🏻🫰🏻🫰🏻✌🏻✌🏻✌🏻✌🏻,0,0,0,,
mr_ode95,02❤️❤️❤️❤️❤️,0,0,0,,
vhira_y,Yg milih pak prabowo berkelas smua ya,0,0,0,,
ud_zen_all_karya,Cuman omon2 gak ada prestasinya,0,0,0,,
aldowrtm,2024 TETAP PRABOWO GIBRAN 🙌🙌,0,0,0,,
bianabia9,All in prabowo,0,0,0,,
siti.rahma.17,"Semua artis bondong2 milih 02,hati dan matanya sudah buta x ya. Dgn menjadikan gibran wakil itu saja sudah salah tapi membiarkan itu terjadi.",0,0,0,,
ndsfrzhr,💙💙💙💙💙💙,0,0,0,,
nurlayla_lyla,🤘❤️‍🩹,0,0,0,,
thenextowelz,❤️❤️,0,0,0,,
supritang2022,TAIWAN ALL IN PAK PRABOWO MAS GIBRAN❤️❤️❤️,0,0,0,,
jowo_palsu,Apa aja saya like yang penting Prabowo,0,0,0,,
bennyhan88,Amin1,0,0,0,,
wdl_ltr,prabowo❤️❤️❤️,0,0,0,,
daily_staycation,Kak Fero ❤️,0,0,0,,
junior_trimunanda,ALL IN PRABOWO ✌️🔥,27,0,0,,
nunna.echi,Paling ganteng,0,0,0,,
satriawalker_28,🔥🔥🔥,0,0,0,,
gea.alencia_,😍😍😍,0,0,0,,
sansandi_hadian,🔥👏,0,0,0,,
nandairwans24,All in prabowo kau bang,0,0,0,,
irma_haryum_,All in Prabowo and Gibran ❤️❤️❤️,0,0,0,,
kbn4647,"Dukung penguasahaa rezim orde Baru Prabowo Subianto berkuasa kembali .. kita butuh sosok pemimpin yang arogan, otoriter, dan diktator untuk menyelamatkan Indonesia dari ancaman dunia",0,0,0,,
angga.sudibyo,ALL in PRABOWO GIBRAN.....🔥🔥🔥👏👏👏,0,0,0,,
yolandaahakim,❤️❤️,0,0,0,,
nomo_enam,luv pak wowo😍😍😍😍,0,0,0,,
deakristack,❤️❤️❤️❤️,0,0,0,,
lokeramboncom,Jika hanya ada 1 suara di Ambon dalam Pemilihan nanti. Maka itulah Saya Pak @prabowo ✌️,13,0,0,,
lusianavinasari,All in Prabowo -Gibran,0,0,0,,
ardiansah1927,Anis dan pak ganjar emang terbukti merakyat.. jadi biarkan mereka berdua tetap jadi rakyat... All in prabowo gibran 🔥🔥🔥,0,0,0,,
yu.gungun,MANTAP DUKUNG PRABOWO ❤️❤️❤️❤️❤️,0,0,0,,
heru_setiadi_,Anies,0,0,0,,
edimissyu,Manado 1 putaran prabowo gibran,0,0,0,,
syandri0793,Wuih seganteng fero walandou jg dukung pak prabowo...masa qt engga...ayo dukung donk😍😍😍,0,0,0,,
anddiara_,Yg punya akal Sehat All In Prabowo- Gibran💪💪💪,0,0,0,,
khanza_jihan87,Dana nya makan gratis darimana ya?? Smoga bukan dari rakyat,0,0,0,,
napot.topan,Cuma pak Prabowo yg merangkul Rakyat nya insya Allah kalau beliau jadi presiden Indonesia pasti berubah,0,0,0,,
maiacheryl,😍❤️❤️❤️❤️❤️❤️,0,0,0,,
sayavio__,All in Prabowo sii,0,0,0,,
wsumpit,Abang Fero 😍,0,0,0,,
qia_setyawan,Beli sawo sambil bercermin.. Dulu PRABOWO sekarang AMIN.. 🔥🔥,0,0,0,,
njaz_____,✌️,0,0,0,,
yn_veronica,Presiden gw nih,0,0,0,,
jodymojoe,All in Bj Habibie,0,0,0,,
__armindd,"Tetap 03, lebih berpengalaman",0,0,0,,
heri.setiawan08,🔥🔥✌️✌️,0,0,0,,
sellyys__,AL IN PRABOWO,0,0,0,,
fitri.ijoo,Ttp setia dr dlu bpk Prabowo NKRI harga mati guys 😍😍GK da lawan pokonya,0,0,0,,
yasaqonita,Like pak Prabowo saya slalu dukung,0,0,0,,
nkapparelsports,BISMILLAH DENGAN IZIN ALLAH SWT TUHAN SEMESTA ALAM PASANGAN AMIN MENANG AAMIIN,0,0,0,,
ceppysupriadi9498,prabowo gibran joss,0,0,0,,
tatimandaaa,Makin Mantap Pilih nomer 2 All in Prabowo Loveeeee❤️❤️❤️❤️❤️❤️❤️,26,0,0,,
barakatbnjr,الله يوفقكم يسعدكم يارب وا طولت العمر Prabowo Gibran ✌️✌️✌️✌️✌️✌️🫰🫰🫰🫰🫰,0,0,0,,
dwinka.altatum,😍,0,0,0,,
ella_laaalaa,😍kayaknya menang nih si gemoy,0,0,0,,
lautnergouw,"Apapun urusan nya masalah nya , kami pengikut pak prabowo",0,0,0,,
lenycarlina,Prabowo ❤️🇮🇩,0,0,0,,
tuan_ldw,Tuama tle🔥🔥✌️🫡,0,0,0,,
dangketz,Satu  Putaran 🇲🇨 ❤️ ✌️,0,0,0,,
agungoxerilla,presiden 2024,3,0,0,,
putrii_pspt11,✌✌✌✌❤️❤️❤️,0,0,0,,
ayu_jesyln,❤️❤️❤️✌✌✌,0,0,0,,
lutfi21___,🤙,0,0,0,,
yasnoie23,Mantap mas ganteng @fero_walandouw,0,0,0,,
beng.s20,pasti menang gak nih😍,0,0,0,,
inicc___,Aku sangat sayang sama pak gemoyyy🥰✌️,0,0,0,,
luluyaa__,❤️❤️❤️❤️,0,0,0,,
