username,comment,total_like,total_reply,is_reply,reply_to,parent_comment
_affiqfaeyza,Oke gass Jangan lupa 14 Februari pilih Amin 01☝,0,0,0,,
dira.yunda,ALL IN FOR PRABOWO GIBRAN 2024 NO ✌🏻2,0,0,0,,
lbnuuu_,Joget in aja sampe mampus,0,0,0,,
jajang_ayu,Prabowo insyaalloh menang ❤️✌🏻,0,0,0,,
munandar2681,Light Blue GEMOY CROWD . AWESOME....!!!,0,0,0,,
darmawati7613,Hidup Prabowo,0,0,0,,
widayantiratna.p,Pak teddy pasti anda sibuk wkwkw,0,0,0,,
qyz_7787,✌️🤲,0,0,0,,
bg_masdim,Pasti menang udah ini satu putaran ✌️,0,0,0,,
raflifanj,Ksian entar jatuh ditengah jalan.,0,0,0,,
reskii_yanti,No 1 dong😍,0,0,0,,
sisaksukseksok,Kapan e bisa ktmu pak Prabowo ingin sekali 😔,0,0,0,,
pua.kading,❤️❤️❤️🤘✌️🤘✌️💪👍,0,0,0,,
deniskaelo,Pak prabowo keren kayak joun cena ..👏👏✌️✌️,0,0,0,,
jaya_selawasee,Datas pnggung sajian mknannya lengkap...yg dbwah triak2 smpk nahan klapran tuk mndukung pejabatnya naik gajinya....sungguh tx berotak pndukungnya😆😆😆,0,0,0,,
djoko_mulyono21,Kok negeri ku jadi begini 😮,0,0,0,,
adenk220,😂😂😂😂😂,0,0,0,,
redha_jewellery,👏👏 01.🇮🇩🇮🇩,0,0,0,,
prasationirwan33,Mantep pak MayTed.. protokoler nya SOP nya.. WASPADA selalu..,0,0,0,,
ulfadwicahyani08,@fero_walandouw,0,0,0,,
ulfadwicahyani08,Yang dukung Paslon 02 aku like ❤️,0,0,0,,
ulfadwicahyani08,Pendukung 01 03 makin memanas😮🔥 Prabowo Gibran gasssss,0,0,0,,
adindzky,🔥❤,0,0,0,,
n_nyinyir,"Kalau liat pak Prabowo, kasihan y. Asam urat atau apa itu. Sehat sehat terus ya bapakkeee❤️❤️❤️❤️❤️❤️. Semoga apa yg bapak cita2kan bisa tercapai tahun ini❤️",0,0,0,,
migdadbarabaa_92,#AMINajaDULU,0,0,0,,
ahmadapandilubis,"Doa ku Hari ini dan Sluruh masyarakat indonesia dari sabang sampe merauke Buat PRABOWO GIBRAN cukup 76% Suara dalam 1 Putaran jgn banyak"" kasih jga suaranya ke yg lain agar bisa bernapas gaskeeunn 02 Semakin Ddpan 🤲🤲🤲",0,0,0,,
awaludindr6,"makhluk ini salah satu pendukung pemimpin yang tantruman dan pelanggar konstitusi, karena jongos nda akan beda jauh sama boss nya,. 😂#SalamPejuangPerubahan",0,0,0,,
rahmankurniwan,Buat para petinggi aman nanti gaji pejabat di naikan sedangkan rakyatnya di naikan pajak nya 😂😂,0,0,0,,
manurung.citra,MasyaAllah Tabarakallah Pak Anies Baswedan MENANG 2 putaran aamiin ya Allah 🤲,0,0,0,,
enoxsinta_,Padahl udh kaya,0,0,0,,
enoxsinta_,Artis g mau kekurangan dui,0,0,0,,
fani_eveline,Kalo di liat orang luar malu ga si?,0,0,0,,
yunii338,02 pasti menang🤲🤲❤,0,0,0,,
ekaa.citraaa,MasyaAllah all in mas bowo gemoyyy👏😍,0,0,0,,
andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”",34,16,0,,
nardarf,@tommy_alvian ❤️❤️❤️,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
ap16___,@tommy_alvian AMIN KAN☝🏽🔥🔥🔥,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
senjaftaran,"@tommy_alvian Khianat, dusta dan Adu domba itu sifat tercela kan kak ? Dan tentunya munafik serta fitnah lebih buruk lagi",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
tembotttt_,@tommy_alvian 🤍,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,"@tommy_alvian ""sebaik-baik manusia adalah yang bermanfaat bagi manusia lain ""
,dan sy lht rekam jejak itu ada pd pak prabowo 🔥 ,,,
Beda sma paslon seblh yg mnurut pndukungnya alim cerdas ,justru sy lht rekam jejaknya,suka ingkar janji,playing victm,fitnah dan smua itu ada rekam jejaknya smua.",2,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
kiky_260981,"@vandhy_althaf nanem singkong juga yg tumbuh jagun😂😂😂,yg mn yg ingkar janji sebutin dong",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
vanessmf_2254,@tommy_alvian terus kampanye dimesjid apa Mba bukanya buat ibadah yah rumah Allah lagi bukan buat kampanye bahkan ada dan tertulis di AL-QUR'AN,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
gebezimi,@vandhy_althaf rekam jejak dipec4t karena H4M maksudnya? 🔥,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,"@kiky_260981 baca makanya mba,food estate bkn cm d kalimantan doang d jawa jg ada,dan bnyk macam jenisnya,,,ada jagung ada singkong ada beras,yg trmasuk makanan pokok orng indo...",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,"@gebezimi monggo lht lg ,bnyk"" vidionya ko,knp pak prabowo di pecat bpk wiranto.
Logikanya jh dl atasan yg memecat beliau skrng mlh balik dukung beliau jd capres...kn aneh",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
kiky_260981,"@vandhy_althaf kocak ni orang berapa hektar lahan yg wowo rusak hadeuh emang pendukung 02 rada², bener kata RK 😂😂😂",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,"@kiky_260981 sy si g tau pasti sp yg menebang hutan"",krn info yg g pasti,tau tau kita cm d sajikan potongan"" vidio dg narasi yg g tau sumber aslinya...
Hnya sj yg sy Terkait food estate kolaborasi anatra kmentri pertanian,kmntrian PUPR,kmtrian LHK,kemmtrian BUMN,dan kmmtrian menhan,,,jd g bs kita nyalahin cm satu orang,sdngkn mntri menhan bertugas d bidang strategi..dan itu jg blm pasti lahan itu rusak atau dlm proses riset tanahnya.",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,"@kiky_260981 tp lw bner prabowo yg merusak mohon tunjukan bukti pastinya atau artikel yg menyangkut ttg rusaknya lahan itu,,anda ngomong bgtu pasti punya buktinya kn,?,andakn pendukung yg cerdas☺️",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
dika.dip,"@tommy_alvian mohon maaf ya melanggar hukum yang mana?emang ga boleh anak muda jadi pemimpin,kalau mampu kenapa tidak,justru dgn putusan MK itu memberi peluang untuk semua anak muda ikut kontestasi.",0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
dika.dip,@tommy_alvian InsyaAlloh nanti akan Alloh tunjukan siapa yang anda maksud melanggar hukum.,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fandhy_althafghibran,@kiky_260981 kmn ne orang di ksh fakta lngsng membisu?,0,0,1,andri_frnnd,"Rasulullah Saw telah menegaskan kepada kita ;
""Barangsiapa yang mengangkat seseorang untuk suatu jabatan (sebagai pemimpin) yang berkaitan dengan urusan masyarakat sedangkan dia mengetahui ada yang lebih tepat, maka sesungguhnya ia telah mengkhianati Allah, Rasul dan kaum muslimin lainnya”. Sabda Nabi lainnya; “Bagaimana keadaan kalian, demikian pula ditetapkan oleh penguasa (pemimpin) atas kalian”. Pepatah Arab telah menegaskan bahwa; “Sebagaimana adanya dirimu, begitulah pemimpin yang akan memimpinmu”. Maknanya adalah; Pilihlah pemimpin yang tepat, jangan memilih pemimpin yang tidak atau belum layak/pantas untuk memimpin, apalagi memilih pemimpin yang maju dengan cara-cara melanggar hukum sementara pemimpin yang lebih layak/pantas justru kita abaikan, karena pemimpin itu ibarat cerminan dari masyarakatnya. Pemimpin yang baik adalah pemimpin yang dapat menangkap aspirasi masyarakatnya, sedangkan masyarakat yang baik adalah masyarakat yang berusaha mewujudkan pemimpin yang dapat menyalurkan aspirasi mereka”.
*dikutip dari M. Quraish Shihab (1994) dalam bukunya “Lentera hati”"
fery_akbar_husen,1,0,0,0,,
powerranger802,"Prabowo ditanya jawabnya = makan gratis, gibran jawabnya = hilirisasi, pendukungnya all in .. 02 kapan ga gobloknya sih",0,0,0,,
mama_anggie_,"Artis2 ini gk pakai logika,udh tau paslon salah melanggar konstitusi malah didukung....pasti ada something😂",0,0,0,,
fit3sr,All in Prabowo Gibran ✌️,0,0,0,,
qq_andayani,"Kok gx bilang2 ada artis2nya, mw datang lihat artis",0,0,0,,
mhdzulfahmizaldhi,Jalannya Uda GK balance ya pak,0,0,0,,
hjnanap,"Woyy bpk prabiwo bukan berambisi soal isi kantongx ya, bpk prabowo sdh jdi org kaya dluan, dia mau jdi presiden demi indonesi , jgn jelek2kn bpk prabowi klo cuma pisikx,liat dlu perjuangan nya ,dia lah yg terhebat dan pemberani ❤️",0,0,0,,
kadek_juniati24,❤️❤️❤️,0,0,0,,
hjnanap,"Ini bukan editan loohh,smoga bpk prabowo slalu dlm lindungan allah, salam ✌️ jari sy slalu tetap coblos no 02",0,0,0,,
bobsky_bobsky,Freedom For Palestine 🇵🇸🇵🇸🇮🇩🇵🇸🇵🇸🇮🇩,0,0,0,,
ocampbrutus,01 AMIN aja dulu,0,0,0,,
aalmadinahparfum,Tetep pak Anis pilihan saya 😍,0,0,0,,
juprinadi07_,Kalau ada kampanye di bangka okee gass lahh ini,0,0,0,,
gerhana_abady,Kata myted : bapak maju dlu nanti mutar baru duduk...😎,3,0,0,,
_juned1_,Pincang,0,0,0,,
sapaaaniiee03,"Coba dong alasannya apa milih 02 ? Soalnya yg bolak balik muncul cuma joget"" doang",0,0,0,,
merlymende,no 2 toraaaang gasss 🩵✌️,0,0,0,,
rezaa.saputraaaa,"Heran aja, masih ada aja yg dukung 02 🤭",0,0,0,,
irham.zru,Tetap Anis😍😍😍😍😍😍,0,0,0,,
rezaa.saputraaaa,Tetep Amin 01 ❤️,0,0,0,,
mafitariouzs,AMIN AJA DULU🔥🔥🔥,0,0,0,,
rizki_pe_,Menyala abangku🔥,0,0,0,,
anitarafa284,"suka merinding kalau lihat bapak kampanye ,,sehat2 trus  ya pak ❤️",0,0,0,,
wendihendraa,Mimpin rumah tangga aja bubar apalagi negara,0,0,0,,
reyyhan__11,kok sepi ya,12,13,0,,
reyyhan__11,@reyyhan__11 ucap pendukung 01,3,0,1,reyyhan__11,kok sepi ya
