username,comment,total_like,total_reply,is_reply,reply_to,parent_comment
hallo_sitiiii,Pendukung anis gak di ajak woy minggir😂,0,0,0,,
minamabestari,amin 1,0,0,0,,
bukan_pendukung_02,d tnya ggasan dan misi cuma goyang dan mkan grtis 😂😂😂,0,0,0,,
mezulfah,"Nahhh ini baru real pendukungnya prabowo. Senyum, joget , dan santai aja 👏😍
Klo ada yg menggebu-gebu itu di ragukan . 
✌",0,0,0,,
muhammadarip_primaakrindostore,Kalau joget di jadikan contoh untuk rakyat masih banyak yang lebih bisa joget seperti cesar Mulyadi lebih muda dan semangat,0,0,0,,
akuyaagini,"Kebijaksanaan seseorang itu- tergantung testoteron, semakin testoteron menurun orang semakin sensitif dan gak bijaksana, pembawaannya emosian. Usia testoteron menurun signifikan itu di usia 60 thn ke atas.
Makanny aturan usia dalam pencapresan ini sudah tepat. Tidak ketuaan tidak kemudaan!!",0,0,0,,
halim_wyt24,"cuman gitu aja,. gak level sama kita broo",0,0,0,,
0ochae11_,🔥🔥🔥🔥🔥,0,0,0,,
djalan.pulang,Rendah🤣🤣,0,0,0,,
djalan.pulang,Bisanya hanya joget,0,0,0,,
dilah_humaira,"Jual goyang, kosong gagasan 😂😮",824,523,0,,
fero_walandouw,"@dilah_humaira daripada Jual Agama , gagasan plinplan 😎",1642,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
dilah_humaira,@fero_walandouw agama mana yg di jual bro??? Gg kebalik ? Makanya bro jangan banyak goyang nnti otak gg bisa mikir 😂🤪,466,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@fero_walandouw wkwkwkw bener bang saya yg muslim aja ngeri sama mulut2 org kampanye bawa2 agama , udah bang fero lanjut memeriahkan kampanye aja komen2 yg kaya gini ga usah di urusin adaaa kami para pendukung 02 pokoknya",439,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nblsll,@fero_walandouw jngn lngsung ulti bg,90,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
ndayyy_y,@dilah_humaira tapi full bukti nyata😎,52,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
99.kertas_seiko,"@fero_walandouw  Waduh jangan langsung di ulti dong bang,😂 Ini pilhan fero klw gk suka tinggl skip, sirik aee nih 01 03, kampanyekan juga noh capres loe mantap bang seridaknya followers loe lihat 02😍",49,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
ha.feezh,"@livingaboutjee lu goblok atau tolol sih mbak? Minim literasi bgt dah, siapa yg d baptis?, Yohanes itu cuma nama kehormatan kocak, sama aja kek orang cina punya nama Jawa, jadi itu bukan d baptis lawak lu bocil puber",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
jvaldi.m,@dilah_humaira jual agama😂,23,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
lilypsrb,@fero_walandouw wkwkwk ulti aja para pencebok sengkuni,6,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
aldyafrzl23,@livingaboutjee bukti di baptisnya mana?,5,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
axy_35,@fero_walandouw wkwkw jangan d ulti😂emng pendukung Anies goblokkk semua,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
muhammadrizkyrizaldi1,@dilah_humaira situ calon nya yang ngaku imam mahdi ya😂😂 pantesan gak calon cawapres 01 otak nya kecil ga punya gagasan dan hanya modal janji manis!! Dasar wan about😂😂,2,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nvizse_,@fero_walandouw mending jual goyang daripada jual agama 😂😂😂😂,2,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nitch.mi,@livingaboutjee setiap orang punya pilihan kan jadi ya kalo situ punya pilihan berbeda yaa . napa ngurusin yng lain usil bangey,4,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
angga_parerungan,"@dilah_humaira lah gblk,cari aja Anis panggil malaikat jibril",5,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
_ciiputriiiiiii,@dilah_humaira dasar buzzer,3,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hrlnt_,"@fero_walandouw wkwkwk stjuuu""😂😂😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
deamaulia._,@fero_walandouw mantep bang,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
echizen__ryomaaa,@fero_walandouw gue pilih inul jadi presiden ketimbang wowo 😂😂😂 inul lebih kece joget nya klo wowo emosiann 😢😢,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
echizen__ryomaaa,"@aldyafrzl sengkuni itu ada di 02 bego amat elu, keluarga wiwi soeharto, beye tu sengkuni"" yg nyata licik perusak demokrasi.",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
17nanaaaaa_,@dilah_humaira susah klo mmg pemuja aniessssss🗿,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
ashwin__mahendra,@dilah_humaira goyang mulu ga kur*s2🤭,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
ananda.puttri_selvia,@livingaboutjee mana ada dibaptis para ulama aja PD mlh Abah Anies apa Lo,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hy.iraaaaaaa,@fero_walandouw menyala abangkuhhh🔥🔥🔥,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
zulfa.arafah_,@fero_walandouw wkwkw skakmat ga tuch yg komen,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
zulfa.arafah_,@dilah_humaira justru bayakin goyang biar ga streeeessss. santay aja brodi serius amat jogetin ajaa💃💃💃💃,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
malanur_20,@dilah_humaira 01lah agama dipolitian jika anda pilih yg berilmu iblis punlebih tinggi ilmu nyh😂Semua org punya cra nyh masing-masing untuk berinadah dan tidak harus di publikasin itu agama🔥,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,@novarizki1311 pelanggaran ham&mk idihhhhhh,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,@pasha.mardiansyah ham beliau siapa di era nya siapa ?? Dampak nya sampe dipaksa pisah sm istri sendiri ...mk ? Yg minta mk rubah ketetapan umur kan si yg suka matiin mic berharap dia masuk kandang banteng ternyata ga mau mengulangi jejak bapa nya abis manis sepah di lepeh,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nia_crabbie,@dilah_humaira yaelah pendukung nya malah bwa2 malaikat jibril sama imam mahdi kan ngaka,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,@novarizki1311 ya ngeles aja kaya tinju main main aksi kamisan @aksikamisan @kontras_update,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,"@novarizki1311 Kasus penculikan dialami puluhan aktivis pro-demokrasi sekitar tahun 1997/1998. Satu orang ditemukan tewas, sembilan orang dibebaskan setelah disiksa, dan 13 orang lainnya hingga kini masih hilang.
 Dewan Kehormatan Perwira (DKP) yang dibentuk Tentara Nasional Indonesia pada 1999 untuk menyelidiki kasus itu, berakhir dengan pemecatan Prabowo Subianto dari kesatuan TNI. Prabowo dalam laporan DKP dipastikan mengetahui persis operasi penculikan yang dilakukan oleh anggota Kopassus yang tergabung dalam Tim Mawar.Prabowo diduga terlibat atas penculikan para aktivis sebagaimana surat keputusan Dewan Kehormatan Perwira bernomor KEP/03/VIII/1998/DKP.
 Operasi tersebut melibatkan Tim Mawar yang beranggotakan anak buah Prabowo dari Group IV Kopassus. Tujuan dibentuknya Tim Mawar sebenarnya hanya untuk pengamanan sidang MPR. Namun entah mengapa tim di alih tugaskan untuk menyelidiki daftar nama tersebut. Dan
  Beberapa nama dijemput secara paksa dan dibawa ke markas Kopassus di Cijantung. Menurut keterangan salah satu korban penculikan ketika proses interogasi mereka tidak diperlakukan secara manusiawi.Menurut catatan Ikatan Keluarga Orang Hilang Indonesia (IKOHI) ada 13 orang yang hilang dan tak diketahui rimbanya hingga saat ini. Empat diantaranya adalah para aktivis Partai Rakyat Demokratik yaitu: Wiji Thukul, Bima Petrus, Herman Hendrawan, dan Suyat.
 Akibat aksinya ini, Prabowo sempat diperiksa oleh tim yang dikenal dengan Dewan Kehormatan Perwira (DKP) yang beranggotakan jenderal-jenderal senior. Mereka adalah Jenderal Subagyo Hadi Siswoyo sebagai ketua dan enam anggota berpangkat letnan jenderal, yaitu Djamari Chaniago, Fachrul, Yusuf Kartanegara, Agum Gumelar, Arie J. Kumaat, dan Susilo Bambang Yudhoyono. Dewan Kehormatan Perwira akhirnya merekomendasikan pemberhentian Prabowo dari dinas militer.
 Meskipun demikian, Prabowo Subianto memang belum sempat diadili secara hukum dalam kasus ini. Rekomendasi DPR pada 2009 agar pemerintah membentuk pengadilan HAM ad hoc dan mengusut kasus penculikan 13 aktivis yang masih hilang pun tak berjalan hingga saat ini. KETERLIBATAN NYA JELAS makanya sampai dipecat sama habibi",1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,"@novarizki1311 lah keputusan mk ini jauh dari sebelum matiin mic itu diera 2017 wkwkwkwk segitu doang kah pengetahuan u, yg jelas tidak merusak konstitusi",1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,@novarizki1311 food estate Gimana?Wkwkwkwkwkwkw,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@pasha.mardiansyah lah tauuu masa gw yg mesti mikirin ?? 😂😂 Kaya panutan lu ga punya borok aja , yg jelas klo sampe ngeluarin fatwa wajib milih dia udah ga masuk di akal sih ,maksa bener kaya kuat aja nanggung nya",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
syahetzsch_,@novarizki1311 pentingnya pemimpin gk punya rekam rekam jejak buruk 🤭,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
badvillain17,"@dilah_humaira lah orang fakta, terima aja si wkwk",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@pasha.mardiansyah yaaa ngimpi aja pemimpin mana yg punya rekam jejak bagus ....haree gene dari dlu pemerintahan emang bagus ?? Nyatanya kita semua msh kerja keras buat makan . Beda nya ada yg cara nya tegas yg padanilang jaman dlu itu minim yg namanya korup gile pada takut lah pasti , ngelawan dikit ilang , klo sekarang kan bersuara boleh besokan nya pada ngelunjak . Banyak pembengkakana dana pendidikan aja beli thiner angka nya ga maen2, duit setan nongol di kardus duren , cumaaa yg bikin sakit pala itu imam mahdi nyalon presiden , sampe ngeluarin fatwa kan gw jd bingung nanti klo ada buku baru tentang sejarah islam 'perjuangan imam mahdi jadi calon presiden indonesia '",1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
meeeeaaa_____,@dilah_humaira anda baru keluar dari goa atau pura2 ga tau kalo capres anda hobby jual agama??,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
rez.zha29,@fero_walandouw Pak @aniesbaswedan harap maklum klo ada artis kaya gini. Emang bener apa kata Kang @ridwankamil bilang 😁,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hanifrifki9,@fero_walandouw Gus Miftah & habib Luthfi the real JUAL AGAMA,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
alvi_n9997,@fero_walandouw emang ada gagasan? Programnya makan siang gratis khusus binatang saja tu,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
alfadillah90,@fero_walandouw 🤣 maling teriak maling,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
santioke21,"@novarizki1311 agama memamg harus dibawa, bahkan sampai mati",1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@santioke21 ya tapi ga ngaku2 imam mahdi , ga ngeluarin fatwa wajib milih anies, ga adzan 4 arah , ga kampanye di masjid , ga bawa2 malaikat jibril .....B aja gitu loh . Allahu Akbar !!!!!",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
santioke21,"@novarizki1311 minimal cek fakta. Bisa kirim link kalo emng ada capres yang ngaku imam mahdi. Udah nnton video ketum gerindra kampanye di masjid pake atribut 02? Kirim bukti siapa yang ngeluarin fatwa wajib milih pak Anies. Monggo, waktu dipersilahkan. Dengan senang hati dan lapang dada jika memang ada faktanya🥰🥰🥰",1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
iam_biannn,"@fero_walandouw spill gagasan pak prabowo donggg, naikin gaji jabatan itu ya? Mkmkmkmk",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@santioke21 emang bukan bukan capres nya yg ngaku si tp ulama di kubu nya mengatakan demikian , fatwa wajib nya kan emang banyak berseliweran emang ga liat tah bu ?? Kan saya juga klo ga liat ga mgkin ngomong , yg serem nanti di buku sejarah islam ada bab tentang imam mahdi nyalon presiden indonesia , masa saya boong buu 😂😂. Tapi saya juga ga ada waktu ngirim2 itu ke ibu ,cari aja sendiri banyak kok berseliweran . Klo agama emang dibawa sampe mati ya pan mau makan aja baca bismillah ,tp klo ga pilih dia dipertanyakan ke islaman nya . Asal kuat nanggung dosa para pencoblos nya saya kira itu satu gagasan yg ruaaaar biasaaaa",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hamdanhadiwijaya,"@dilah_humaira agama mna yg dijual ? Bawak” malaikat , emang boleh politik bawak” agama bawak para” ulama",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
santioke21,"@novarizki1311 kak, zaman skrng ini misal kita pidato bahas sesuatu, media itu seringnya potong video, trs dijadikan headline. Tugas kita itu cari tahu kebenarannya. Saya sudah dengar kok ttng semua itu, alhamdulillah sudah cari tahu faktanya dan 1 lagi, misal ada pendukung prabowo yang menobatkan prabowo itu malaikat apa lantas langsung kita cap jelek prabowonya?? Semoga paham maksut saya. Tentang pertanggung jwaban di akhiat kelak, sebaiknya sama² kita berkaca dulu, komentar sampean ini bisa jd prasangka dan fitnah. Barakallu fiik. Jadilah pemilih bukan pendukung yg menutup mata dari fakta",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
faiz.nastionz,AMIN aja dulu 👏,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@santioke21 nah iya itu dia maksudnya ...dengan semua kata2 yg terucap dari pendukung nya sampe menobatkan dia sebagai sebagai apapun yg dia mau bisa dipertanggung jawabkan ga ? Mba jangan lupa banyak kok jejak digital nya omongan2 apa aja yg bikin gemes , mba nya juga jangan menutup mata akan banyak nya rangkaian kata dan retrotika nya . Dan saya ga suka dia . Jadi hak saya dong untuk menentukan saya suka siapa ...",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,"@novarizki1311 bagaimana cara dia menilai kinerja sebuah kabinet yg menurut saya kocag , dari seorang menteri yg dipecat dgn bengkak nya anggaran2 helm proyek ,thiner sebagai alat peraga sekolah lah ...atau mba nya tau semua fakta nya faktanya ??? Klo bicara siapa yg paling baik saya rasa cuma Nabi Muhhamad mba yg pantas jd panutan , atau mba bisa menjamin dgn idola mba nanti klo jd presiden akan 'orang bener' boleh saya ganti suara . Dahya mba yg paling tau fakta . Kita tutup komenan kita disini kerjaan saya banyak ,mau bikin ktp jg buat kipas angin .",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
santioke21,"@novarizki1311 betul hak mbaknya untuk memilih siapapun. Saya hanya sekedar mengingatkan saja, agar jangan sampai ketikan kita di media sosial ini menimbulkan prasangaka pd orang lain. Tidak semua yang bilang pendukung itu benar² pendukung ya kak. Gampang bilang saya dukung si fulan, si fulan itu bagaikan malaikat jibril, misalnya. Cukup fookus pada paslon dan kinerjanya. Karena yang jd presiden itu paslonnya bukan pendukungnya. Semoga semua pendukung termasuk saya, lebih berhati² lagi dalam membela paslon pilihankita. Barakallu fiik🙌",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
rani_pricillia12,"@dilah_humaira rakyat jelata bnyak omong sama kayak capres miskin lu malu kali bawa2 agama , pendukung Dajjal 🤭🤣",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
rani_pricillia12,@livingaboutjee gak terima dia itu capres miskinnya jual agama bnyak omong nya🤭🤭😂😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
aprlia_146,@dilah_humaira YAUDAH SIH TERSERAH MAU PILIH SIAPA AJA KALO LU NGGA SUKA SKIPP SUSAH AMAT IDUP LU,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
annisamutmainnah_,@fero_walandouw upsss siapa tuh yg jual agama? Mana dasar dan buktinya? Ayok adu gagasan! Makanya riset sebelum ngomong,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
mhmmdfauzinst,@fero_walandouw wadduhh kelasss🙌🔥,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
annisamutmainnah_,@novarizki1311 #salamakalsehat,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
annisamutmainnah_,"@hanifrifki9 maklumlah, artis satu ini gak paham substansi tapi teriaknya kencang banget @fero_walandouw",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
arironaldino_,@dilah_humaira mknya jangan sok cerdas nanti jadi gila rela dibaptis demi suara,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
novarizki1311,@annisamutmainnah_ #salamsukasukague,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
moonlightz96_,@fero_walandouw fitnah terossss 🤣🤣🤣,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
inii_wannn113,"@fero_walandouw udh bang, beda kelas ga usah di lawan wkwk",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
inii_wannn113,@dilah_humaira ga pilih anies takut dosa ya?,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
pisangijo09,@fero_walandouw Jokowi maksud mu😂😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
trianandagrsg,@fero_walandouw lah lah lah... Jangan gitu bang nanti kemakan omongan sendiri hahah,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
rahmadakbarrrr,"@dilah_humaira jual gagasan kosong tindakan wkwk kalo menang bbm gratis 6 jt bumil bantu palestina situ sehat wkwk
#anebukanorangpintar",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
mah_fudzot,"@fero_walandouw padahal 02 juga politik agama. Kalo mau tes bacaan quran aja yaa, jadi nanti ketahuan siapa yang jual agama",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
prianto4542,@fero_walandouw jual asam sulfat donk biar pro😂😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
mhi.eila,@fero_walandouw udah kak biarin aj jgn ditanggapi cmn mw mancing2 dia....tetep gas 02 ya ka fero,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
wiwinaries550,"@fero_walandouw yg jual agama siapa,temen Lo,EMG ulama dah sepakat,dan org Islam hrs berpolitik beliau jg toleransi sama agama lain kek Lo,tuduhan Lo nggak ada yg lain ya,kurang duit dr sinetron dan iklan,nyinyir amat",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
dndirmdhn135_,"@dilah_humaira GA DUKUNG ANIS DOSA, UDAH ADA AYAT NYA, UCAP SESEORANG USTAD DI KUBU 1 WKWKW",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
luckie5t,@fero_walandouw jual agama apaan bjir,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
tegar_ramadhan16,@fero_walandouw kelas bang gua dukung all 02,1,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
ko_aditt,@fero_walandouw kelas abangkuh🔥,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
mr_hanhann_,"@fero_walandouw lu hidup klo kga punya keyakinan pasti ancur bro 😂 begitupun negara, curiga gw 🤭 emang lu mau nih negara di pimpin sama ateis😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
sugigunawan05,@dilah_humaira wkwk agama mana di jual liat lah kampanye bawa agama itu emang gak jual jual agama,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
m_fadil_samsudin,@fero_walandouw lebih hina lagi bagi bagi bansos di depan istana🔥,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
dearinzz,"@livingaboutjee coba gausa asal asbun. Kalau cerdas sertakan bukti dong, mang ea di baptis? Kocaks",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
shbtcerita.fashion,@fero_walandouw duuuhh Abang nya kok gtu,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
mochiqbaall,@novarizki1311 dimna letak nya cobaaa,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
paypay__0450,@fero_walandouw mantabb🤩,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
n4d1nee_22,@fero_walandouw makk langsung to the poin wakk,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
alfiranov_,@fero_walandouw kelasss bangt🫶🥹,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
abbi_ian89,@fero_walandouw lah ko baper 😂😂😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
aisy_aisyah5,@novarizki1311 berpolitik tanpa agama gimana jadinya mba? Yang Korupsi pun gak akan inget dosa rasanya. Jika islam saja meminta kita melibatkan agama dalam segala keputusan 😊,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
iftitahadlan,@fero_walandouw mantap gak tuh langsung di ulti sama si Kaka ferow ✌️🩵🥰,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nopann_17,"@dilah_humaira hahaha mikir bego capres lu sampe bawa""agama, malaikat dll makanya punya otak dan pikiran itu di gunakan yang baik",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
bio_sulaiman,@fero_walandouw ok gasss no 2 torang pung presiden menang satu putaran,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
elsayaaa_,@fero_walandouw waduhhhh,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
meylindasaputry,"@dilah_humaira malu lah agama Islam tapi main di baptis cuakss asal lu tau Iyah, umat itu tidak sembarangan naik ke baptis itu hanya petugas nya saja berati dia udah kemsuk agama baptis dong wkwk, soal agama apa perlu kita koar2 jangan pernah bawa agama semua orng itu tidak sempurna jangan so suci apalagi Ampe bawa malaikat Jibril kenph ngk sekalian malaikat Izrail",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
andyysetiawann,@fero_walandouw mending suting film aja deh bang daripada jadi buzzer gitu😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
biskuit388,@dilah_humaira daripada jualan agama awowkwok,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
vergianumerta,"@fero_walandouw dih ngeri artis omongannya gini, jual agama? Agama mana yg bisa di jual?",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hiduptergantungrolll,"@dilah_humaira haduh, gmna ya bilangin orang modelan beginian😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
the.rindra,@dilah_humaira benar kata kang emil....😂😂😂😂,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
dw.ngrho,"@dilah_humaira buka Mata wahai org"" cerdas",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
payoeng_teduh,"@fero_walandouw tunjukin dong 1 aja yg lu bilang jual agama bg😂, kalau lu udah banyak ngajinya pasti tau mana yg jual agama",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
askharanadhif,@fero_walandouw kaya bowo jaman 2019 dong,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
iqbal_geli,@dilah_humaira mau di kasih gagasan nya nihh mba mba joget hanya mengisi luang kosong aja kalo kerja yah kerja tapi bukan di vidioin!! terus solat solat aja bukan buat di vidioin dan satu lagi agama gaboleh di jadikan politik apa lagi bawa bawa.malaikat!!!semoga hati mu sdara yah,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
agoengprsetyo,@dilah_humaira anak SMP ngapain ke lapak orang awokawok planga plongo nanti jdi ga waras lagi,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
arnesta_farizkiani,"@dilah_humaira katanya orang pintar, tapi demen banget nyampah di lapak orang😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
el_imantaka,@novarizki1311 orang beragama ya bawa gama. kalo ga bawa agama berarti ga punya agama,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
pejuang_perubahan24,"@fero_walandouw pinter dikit jgn sampai sama kaya wakil anda ga ber etika,",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
pejuang_perubahan24,@livingaboutjee awas hoax malu,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
nctzen_nana_icung,"Tahun 2024 masih ada yg kampanye modelan kayak gini sumpah ini  jadul bgt konsep kampanye seperti ini,",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
hskiaemr_,@dilah_humaira klo saya blg agama islam gmn bg?bener gk,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
rifaldi_ako,@fero_walandouw apapun yg enkau kerjakan dan apapun kegiatanmu jangan lupa hadirkan tuhan disitu,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
bayezid9737,"@fero_walandouw Kok Jadi ke Agama Org Ngomongin Gagasan,..Udh Gak Bisa ngasi Gagasan Lari²ke agama Dihh 😂😂😂 kerdil banget Mental 02 ,..Anda Waras Bro..",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
vandtastic,"@fero_walandouw yg mana yg jual agama, coba buktiin dooong 😂😂😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
krsmkzngrh,"@fero_walandouw siapa yg jual agama bro? Jakarta gereja banyak yg dibangun, bisa cuma goyang bangga",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
jangan_absrud,"@fero_walandouw Di islam semua nya diatur, dari tidur sampai bangun tidur. Pilih pemimpin pun diatur didalam islam. Kalo dikatakan jual Agama, agama mana yang dijual?",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
gaarainnova,"@fero_walandouw bukanya yang plin plan 02 ngikut gagasan 01, jadi curiga pak Prabowo coblos pak Anis, karena semalem setuju mulu.",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
sapa_ituh,"@dilah_humaira emang 01 yg tambah tambah bicara tdk sesuai  kerja ny ,sok soan pula nilai kinerja  org ,emang  01 ituh bisa jadi mentri pertahanan 😂",0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
astrisahar,@fero_walandouw agama mana bang? Kalau nnton video yg dipotong” ya no koment,0,0,1,dilah_humaira,"Jual goyang, kosong gagasan 😂😮"
